MedInc,HouseAge,AveRooms,AveBedrms,Population,AveOccup,Latitude,Longitude,MedHouseVal
3.5019218664314464,28.579602813596686,5.773487667834969,1.4349857749285653,302.33477399831196,3.246783695642077,34.460458138447635,-116.64026260859544,2.271699305111404
2.5332023407025224,12.927642208245132,4.90740567814754,1.251739251365217,371.27500402480996,4.319968479061112,40.21200477076548,-117.2975905003836,1.973084564788504
3.78217889019773,42.07203473633938,3.735202627428942,2.0795347307946415,180.21554573168783,2.5546589006528744,34.81094663983518,-121.18678505223212,1.8250335917174183
5.9099088607013845,24.85252042279839,3.065941476492669,1.7128915869621582,271.954839974433,1.4336570402171407,34.5439779153429,-124.45876521696675,3.368094787637375
2.4122961016635744,32.885149420546774,4.778001318552955,1.552329182699205,569.2889483777925,2.0292754944578295,37.80440130633252,-121.77956170864827,1.2379740446341938
2.4123163009892634,40.13742078025739,3.9691601384767794,1.6697355107730052,246.29820218640285,2.5348079974716002,33.349747783770205,-116.0196067131663,1.139495591189145
6.081644508057457,45.00435343245516,4.1285527358119545,1.9559678168403576,108.79352379155358,2.7565643434638427,35.74647482225291,-120.21161065177506,3.0205949522606685
4.02032366818906,37.05848358855199,6.377579675179173,1.5403563403751728,403.20868301907336,3.4749686554555184,37.04475815513652,-117.32482682347867,2.451883979014001
2.1394675897620714,8.294780828690165,6.672646034210845,1.4273067598276283,187.51789287463652,2.6923184701462537,40.91423348788668,-118.1720096119209,2.000955429032154
3.584757958398095,42.84585021888029,3.17173061770195,1.2631665930477354,483.39088048930046,2.313194862031643,35.83174914068786,-117.53549746504298,1.7266517949375366
2.1460870464645203,31.76199368877217,4.15215299073026,1.3739008365960708,248.57155428789923,2.113555923437786,32.44282619653161,-116.7366852451377,1.1660888760491968
2.1435577458578665,31.345393442089335,3.9173217581020303,1.5453042442070373,448.15466175277163,2.6027943818543,40.185599156359046,-115.461362093319,1.4598644355978174
3.075285787379226,46.08031781985303,4.929378924662534,2.075027350197087,359.52182333115013,2.858292348040911,38.16282992541705,-122.69263800358794,1.3015204912911578
1.0243330055947046,13.224096995221945,2.274532110990827,1.513031684431603,604.3359612625449,2.9749625128216426,38.80302915685137,-124.48408017575468,0.5797032453492275
1.1276562967255757,12.750196013067402,2.948205209139174,1.7175488370108156,480.8688326785162,3.3392859675508966,32.89954488141794,-119.324740662426,0.7997621233570473
2.0405461491842396,25.725081701901857,4.370247902417089,2.0794771605095175,97.54382645524267,2.943925210138335,33.77013863354941,-115.00688592025568,1.3081307532420117
1.621585684818025,37.665143550178655,5.697083697809411,1.7828689909900108,65.8108090121723,1.7347650706271853,37.47700656480711,-123.4872669340973,0.9150208202685546
3.1907666349975115,23.281363636725537,4.631537605812044,2.489315038128755,229.6022759181264,1.8289211273256054,34.017007205179354,-114.74156514379254,2.1047567234285824
1.7106377339667473,31.82029487492686,5.5008558054631065,1.7040054467618726,368.79122890044584,2.4220910957294417,40.18211740488381,-115.49839890169122,1.009156698651435
1.3226329819803766,23.663729688132314,4.722864257456396,1.5844721148524303,144.6115273346046,2.4368118832149457,32.24382460662611,-114.40080552456128,1.132708750636022
5.739513805664292,31.27126403486694,6.604369679445144,1.580117389201889,330.6532689913591,4.178810075492773,40.177911402941305,-121.79497865043048,3.409617274276548
2.4226246877802993,41.45663483852131,7.003720929406476,2.459981694383288,325.3158600871859,2.0812828461273645,36.645156976666975,-120.46382521405096,1.3137180076457902
2.8135278442199545,9.89856392152113,3.5374171942776598,2.117408544564599,231.77629740558584,3.2033001584724623,37.895027526519634,-115.8475431066957,1.8325335011950608
1.3142628724692211,34.75185123386968,5.915892876791069,1.1987096504144272,156.5772070127256,4.3653251578501715,33.98856247563763,-121.94947722735488,0.8207661516458675
2.0592666800511856,39.47887344635473,5.216836380461891,2.539710939754782,119.33383644396555,3.3175178918589725,35.88495310545477,-114.26257356368812,1.0481244920961017
2.8764874259666966,23.238661290340442,9.394573053453716,1.7821477058479647,1389.8640156152487,3.7058673198933882,37.75377331930819,-123.5653258690196,2.06378457824848
1.5112339816737619,16.734968089841168,3.4937522720014367,1.6893922093736244,55.50200017645769,4.2004483273634,33.60027296745887,-121.30508904633732,1.1724331930149308
3.292341288526232,1.681325622864056,4.350605543630299,1.818679952962819,102.8344581265834,3.1122710981418304,35.900571741595684,-119.94439729310582,2.5678829173373265
2.001018212466313,39.50652932350769,3.3226330293698427,1.367374995631411,1505.7696561504038,3.422688446784648,38.75629399501674,-122.78095693121546,0.7492177353088626
2.342530897595396,16.86448070171979,3.3633048970735357,1.7180166174874838,119.60035303676109,2.7820465975257407,41.03099250191679,-124.36426992513124,1.4014471471922845
1.999928544707065,18.860075393190932,5.055717281249253,1.5591060740486145,161.7225110443973,4.838103667426693,34.570019966018805,-115.29352250178992,1.5973405424094165
6.990082905244949,17.462234716875173,4.728115847167952,1.553194228417848,390.87331407765464,3.0602977289081648,39.5907307269345,-121.50091019136389,4.2150650536086
2.6996345345487422,25.30124238502641,5.277031599503201,1.9772022774696372,339.9292882358454,2.16261928770835,33.27965828147955,-118.76130366315108,1.7308983276167205
